url,jurisdiction,case_id,title,decision_year,nace_code,nace_label,companies,legal_basis,companies_normalized,docx_path
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-conjoint-de-la-societe-222,French,24-DCC-24,relative à la prise de contrôle conjoint de la société Mistertemp Group Holding par la société Andera Partners et Monsieur Alexandre Pham,2024,N,Administrative and Support Service Activities,"[""Mistertemp Group"", ""Andera Partners"", ""Monsieur Alexandre Pham""]",Merger,"[""mistertemp"", ""andera partners"", ""monsieur alexandre pham""]",relative-la-prise-de-controle-conjoint-de-la-societe-222.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-du-groupe-sante-0,French,24-DCC-19,relative à la prise de contrôle exclusif du groupe Santé Ovalie par le groupe Vivalto Santé,2024,Q,Human Health and Social Work Activities,"['Groupe Santé Ovalie', 'Groupe Vivalto Santé']",Merger,"[""groupe sante ovalie"", ""groupe vivalto sante""]",relative-la-prise-de-controle-exclusif-du-groupe-sante-0.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-de-dix-societes-appartenant,French,24-DCC-26,relative à la prise de contrôle de dix sociétés appartenant au groupe Capriona par la société United Basalt Products,2024,F,Construction,"['Groupe Capriona', 'United Basalt Products']",Merger,"[""groupe capriona"", ""united basalt products""]",relative-la-prise-de-controle-de-dix-societes-appartenant.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-du-controle-exclusif-de-la-societe,French,24-DCC-25,relative à la prise du contrôle exclusif de la société Défense Conseil International par le groupe Adit,2024,N,Administrative and Support Service Activities,"['Défense Conseil International (DCI)', 'groupe Adit']",Merger,"[""defense conseil international (dci)"", ""groupe adit""]",relative-la-prise-du-controle-exclusif-de-la-societe.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-de-la-societe-427,French,24-DCC-22,relative à la prise de contrôle exclusif de la société Abcis Châteauroux par le groupe Dubreuil,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Abcis Châteauroux', 'Groupe Dubreuil']",Merger,"[""abcis chateauroux"", ""groupe dubreuil""]",relative-la-prise-de-controle-exclusif-de-la-societe-427.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-conjoint-de-la-societe-223,French,24-DCC-28,relative à la prise de contrôle conjoint de la Société Villeurbannaise d'Urbanisme par la Caisse des dépôts et consignations et la société Action Logement Immobilier aux côtés de la ville de Villeurbanne,2024,N,Administrative and Support Service Activities,"[""Société Villeurbannaise d'Urbanisme"", ""La Caisse des dépôts et consignations"", ""Action Logement Immobilier aux côtés de la ville de Villeurbanne""]",Merger,"[""societe villeurbannaise d'urbanisme"", ""la caisse des depots et consignations"", ""action logement immobilier aux cotes de la ville de villeurbanne""]",relative-la-prise-de-controle-conjoint-de-la-societe-223.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-des-societes-58,French,24-DCC-34,relative à la prise de contrôle exclusif des sociétés Balançon Malidor et Balançon Auto par le groupe Bernier,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Balançon Auto', 'Balançon Malidor', 'groupe Bernier']",Merger,"[""balancon auto"", ""balancon malidor"", ""groupe bernier""]",relative-la-prise-de-controle-exclusif-des-societes-58.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-conjoint-dun-actif-22,French,24-DCC-31,relative à la prise de contrôle conjoint d’un actif immobilier situé à Strasbourg par la Caisse des dépôts et consignations et le groupe Crédit agricole,2024,N,Administrative and Support Service Activities,"[""un actif immobilier situé à Strasbourg"", ""Caisse des dépôts et consignations"", ""Groupe Crédit agricole""]",Merger,"[""un actif immobilier situe a strasbourg"", ""caisse des depots et consignations"", ""groupe credit agricole""]",relative-la-prise-de-controle-conjoint-dun-actif-22.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-dun-fonds-de-40,French,24-DCC-30,relative à la prise de contrôle exclusif d’un fonds de commerce de distribution et réparation de véhicules automobiles et industriels par la société BPM Group,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['un fonds de commerce de distribution et réparation de véhicules automobiles et industriels', 'BPM Group']",Merger,"[""un fonds de commerce de distribution et reparation de vehicules automobiles et industriels"", ""bpm""]",relative-la-prise-de-controle-exclusif-dun-fonds-de-40.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-de-la-societe-solice,French,24-DCC-33,relative à la prise de contrôle exclusif de la société Solice Développement par le groupe Isoplus,2024,C,Manufacturing,"['Solice Développement', 'groupe Isoplus']",Merger,"[""solice developpement"", ""groupe isoplus""]",relative-la-prise-de-controle-exclusif-de-la-societe-solice.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-du-groupe-geronimo,French,24-DCC-38,relative à la prise de contrôle exclusif du groupe Geronimo par le groupe Wismettac,2024,A,"Agriculture, Forestry and Fishing","['Groupe Geronimo', 'groupe Wismettac']",Merger,"[""groupe geronimo"", ""groupe wismettac""]",relative-la-prise-de-controle-exclusif-du-groupe-geronimo.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-conjoint-de-la-societe-docy,French,24-DCC-35,relative à la prise de contrôle conjoint de la société Docy par la société Newstem et ITM Entreprises,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"[""Docy"", ""Newstem"", ""ITM Entreprises""]",Merger,"[""docy"", ""newstem"", ""itm entreprises""]",relative-la-prise-de-controle-conjoint-de-la-societe-docy.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-creation-dune-entreprise-commune-par-les-24,French,24-DCC-29,relative à la création d'une entreprise commune par les sociétés Caponga et ITM Entreprises,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"[""Caponga"", ""ITM Entreprises""]",Merger,"[""caponga"", ""itm entreprises""]",relative-la-creation-dune-entreprise-commune-par-les-24.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-du-groupe-infogene,French,24-DCC-39,relative à la prise de contrôle exclusif du groupe Infogène par le groupe Vulcain,2024,J,Information and Communication,"['Groupe Infogène', 'Groupe Vulcain']",Merger,"[""groupe infogene"", ""groupe vulcain""]",relative-la-prise-de-controle-exclusif-du-groupe-infogene.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-de-la-societe-428,French,24-DCC-41,relative à la prise de contrôle exclusif de la société Alpes Evasion par la société Groupe David Gerbier,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Alpes Evasion', 'société Groupe David Gerbier']",Merger,"[""alpes evasion"", ""societe groupe david gerbier""]",relative-la-prise-de-controle-exclusif-de-la-societe-428.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-du-groupe-2l,French,24-DCC-40,relative à la prise de contrôle exclusif du groupe 2L Logistics par le groupe Stellantis,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Groupe 2L Logistics', 'Groupe Stellantis']",Merger,"[""groupe 2l logistics"", ""groupe stellantis""]",relative-la-prise-de-controle-exclusif-du-groupe-2l.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-conjoint-de-la-societe-mont,French,24-DCC-32,relative à la prise de contrôle conjoint de la société Mont par la société RS AL.MA et ITM Entreprises,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"[""Mont"", ""RS AL.MA"", ""ITM Entreprises""]",Merger,"[""mont"", ""rs al.ma"", ""itm entreprises""]",relative-la-prise-de-controle-conjoint-de-la-societe-mont.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-du-groupe-parot-par,French,24-DCC-36,relative à la prise de contrôle exclusif du groupe Parot par le groupe Tressol-Chabrier,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Groupe Parot', 'Groupe Tressol-Chabrier']",Merger,"[""groupe parot"", ""groupe tressol-chabrier""]",relative-la-prise-de-controle-exclusif-du-groupe-parot-par.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-du-fonds-de-6,French,24-DCC-42 ,relative à la prise de contrôle exclusif du fonds de commerce exploité par la société Iveco LVI par le groupe Maurin,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['société Iveco LVI', 'groupe Maurin']",Merger,"[""societe iveco lvi"", ""groupe maurin""]",relative-la-prise-de-controle-exclusif-du-fonds-de-6.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-de-plusieurs-0,French,24-DCC-37,relative à la prise de contrôle exclusif de plusieurs sociétés appartenant au groupe NDK par le groupe Peyrot,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['plusieurs sociétés appartenant au groupe NDK', 'groupe Peyrot']",Merger,"[""plusieurs societes appartenant au groupe ndk"", ""groupe peyrot""]",relative-la-prise-de-controle-exclusif-de-plusieurs-0.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-de-la-societe-jucris,French,24-DCC-44,relative à la prise de contrôle exclusif de la société Jucris par la société ITM Entreprises,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Jucris', 'ITM Entreprises']",Merger,"[""jucris"", ""itm entreprises""]",relative-la-prise-de-controle-exclusif-de-la-societe-jucris.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-de-la-societe-dlpk,French,24-DCC-45,relative à la prise de contrôle exclusif de la société DLPK par le groupe KKR,2024,K,Financial and Insurance Activities,"['DPLK', 'Groupe KKR']",Merger,"[""dplk"", ""groupe kkr""]",relative-la-prise-de-controle-exclusif-de-la-societe-dlpk.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-conjoint-de-la-societe-europa,French,24-DCC-43,relative à la prise de contrôle conjoint de la société Europa Group par les sociétés Abénex Capital et Noga,2024,N,Administrative and Support Service Activities,"[""Europa Group"", ""Abénex Capital"", ""Noga""]",Merger,"[""europa"", ""abenex capital"", ""noga""]",relative-la-prise-de-controle-conjoint-de-la-societe-europa.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-laffiliation-de-la-societe-la-france-mutualiste-la,French,24-DCC-47,relative à l'affiliation de la société La France Mutualiste à la société de groupe d'assurance mutuelle Malakoff Humanis,2024,K,Financial and Insurance Activities,"['La France Mutualiste', 'Malakoff Humanis']",Merger,"[""la france mutualiste"", ""malakoff humanis""]",relative-laffiliation-de-la-societe-la-france-mutualiste-la.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-conjoint-de-la-societe-oak,French,24-DCC-49,relative à la prise de contrôle conjoint de la société Oak Nation par les sociétés M&C et ICG,2024,C,Manufacturing,"[""Oak Nation"", ""M&C"", ""ICG""]",Merger,"[""oak nation"", ""m&c"", ""icg""]",relative-la-prise-de-controle-conjoint-de-la-societe-oak.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-de-la-societe-429,French,24-DCC-51,relative à la prise de contrôle exclusif de la société Occipain par la société coopérative agricole Arterris,2024,A,"Agriculture, Forestry and Fishing","['Occipain', 'Coopérative agricole Arterris']",Merger,"[""occipain"", ""cooperative agricole arterris""]",relative-la-prise-de-controle-exclusif-de-la-societe-429.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-creation-dune-entreprise-commune-par-les-25,French,24-DCC-53,relative à la création d'une entreprise commune par les consorts Chastenet et ITM Entreprises,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"[""Les consorts Chastenet"", ""ITM Entreprises""]",Merger,"[""les consorts chastenet"", ""itm entreprises""]",relative-la-creation-dune-entreprise-commune-par-les-25.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-de-cobham-aerospace,French,24-DCC-52,relative à la prise de contrôle exclusif de Cobham Aerospace SAS par le groupe Thales,2024,C,Manufacturing,"['Cobham Aerospace SAS', 'groupe Thales']",Merger,"[""cobham aerospace"", ""groupe thales""]",relative-la-prise-de-controle-exclusif-de-cobham-aerospace.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-exclusif-des-societes-valma,French,24-DCC-48,"relative à la prise de contrôle exclusif des sociétés Valma Distribution, Stadis, Dives Distribution, et des SCI Lotus, SCI du Pont, SCI Les Jardins de Port Guillaume et SCI Fer des Champs par la société Système U Nord-Ouest",2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Stadis', 'SCI du Pont', 'SCI Lotus', 'SCI Fer des Champs', 'Valma Distribution', 'Dives Distribution', 'SCI Les jardins de Port Guillaume', 'Système U Nord-Ouest']",Merger,"[""stadis"", ""sci du pont"", ""sci lotus"", ""sci fer des champs"", ""valma distribution"", ""dives distribution"", ""sci les jardins de port guillaume"", ""systeme u nord-ouest""]",relative-la-prise-de-controle-exclusif-des-societes-valma.docx
https://www.autoritedelaconcurrence.fr/fr/decision-de-controle-des-concentrations/relative-la-prise-de-controle-conjoint-de-la-societe-greece,French,24-DCC-54,relative à la prise de contrôle conjoint de la société Greece 47 par les sociétés Eclair et ITM Entreprises,2024,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"[""Greece 47"", ""Eclair"", ""ITM Entreprises""]",Merger,"[""greece 47"", ""eclair"", ""itm entreprises""]",relative-la-prise-de-controle-conjoint-de-la-societe-greece.docx
